name,link,description,rating value,review count,reviews
Buttercream®,https://www.yankeecandle.com/yankee-candle/candles/candle-styles/original-jar-candles/buttercream/ORCL_115461.html,"This is a Sweet & Spicy fragrance. Fresh churned butter creamed with confectioner's sugar and vanilla bean. Top notes: Butter, Coconut Cream. Middle notes: Rum, Caramel, Vanilla Cake. Base notes: Raw Sugar, Malt. Top note is the initial impression of the fragrance, middle note is the main body of the scent and base is its final impression.",4.4,1228,"[{""datePublished"": ""2025-03-09T17:00:22.000+00:00"", ""reviewBody"": ""I bought this for my daughter because this is her favorite set. She loves this candle. I saw I bought her too. She\u2019s already burned one but anyway this is a very true buttercream smells wonderful."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-04T23:45:24.000+00:00"", ""reviewBody"": ""This is the most relaxing, sweet, comforting scent."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-02T17:30:45.000+00:00"", ""reviewBody"": ""I buy this one on the regular!! It smells sooo amazing!! I'd take a lotion and spray in this flavor!"", ""ratingValue"": 5}, {""datePublished"": ""2025-02-23T05:00:13.000+00:00"", ""reviewBody"": ""Wonderful scent!! One of the best ever. Grab it!!!"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-02T21:30:54.000+00:00"", ""reviewBody"": ""The candle no longer smells like the classic buttercream of the past."", ""ratingValue"": 1}, {""datePublished"": ""2025-02-20T04:15:14.000+00:00"", ""reviewBody"": ""One of my favorite scents!  Smells wonderful and burns a long time!"", ""ratingValue"": 5}, {""datePublished"": ""2025-02-18T01:00:14.000+00:00"", ""reviewBody"": ""Makes the house smell like you are baking when you are not!"", ""ratingValue"": 5}, {""datePublished"": ""2025-02-20T16:49:01.000+00:00"", ""reviewBody"": ""Smells wonderful; I\u2019ve burnt it before.  On cold sniff, this specific time it had somewhat of a maple scent to it, which I\u2019m not a fan of.  Plus, it arrived broken.  Won\u2019t be ordering again in those circumstances.  Thank you though YC for refunding me."", ""ratingValue"": 3}]"
Cinnamon Stick,https://www.yankeecandle.com/yankee-candle/candles/candle-styles/original-jar-candles/cinnamon-stick/ORCL_1055974.html,"This is a Sweet & Spicy fragrance. A cool weather favorite, the realistic scent of imported cinnamon brings to mind spiced apples and fruit pies baking in the kitchen. Notes of clove, cardamom, and cedarwood add even more warmth to the scene. Top notes: Cinnamon Stick. Middle notes: Clove, Cardamom. Base notes: Bay Leaf, Cedarwood. Top note is the initial impression of the fragrance, middle note is the main body of the scent and base is its final impression.",4.5,1567,"[{""datePublished"": ""2025-02-19T15:59:13.000+00:00"", ""reviewBody"": ""So disappointed in this candle.  Wish I had read other reviews. It\u2019s not burning evenly, and the aroma is not as strong as usual with Yankee candles.  It smells nice, but only when you are right beside it."", ""ratingValue"": 2}, {""datePublished"": ""2025-02-05T11:30:23.000+00:00"", ""reviewBody"": ""This candle is subtle and sweet. Truly makes a room feel warm and pleasant. I highly recommend for the cooler months in New England!"", ""ratingValue"": 5}, {""datePublished"": ""2025-02-03T17:15:28.000+00:00"", ""reviewBody"": ""If you like cinnamon then this is for you, Got this for a friend who really likes this"", ""ratingValue"": 4}, {""datePublished"": ""2025-02-03T21:52:58.000+00:00"", ""reviewBody"": ""Cinnamon Stick is one of my favorite scents, and Yankee Candles usually burn evenly. However, I am disappointed in how this candle is burning, as it is not burning evenly and there is a lot of candle waste. This candle is under performing."", ""ratingValue"": 3}, {""datePublished"": ""2025-01-29T02:00:17.000+00:00"", ""reviewBody"": ""I bought this after being gifted a Yankee candle. It smells amazing and covers the teenage boy smells."", ""ratingValue"": 5}, {""datePublished"": ""2025-01-17T03:30:11.000+00:00"", ""reviewBody"": ""Very strong scent of cinnamon. Even before you light the candle, it will give off a strong cinnamon smell with just the lid off."", ""ratingValue"": 5}, {""datePublished"": ""2025-01-13T20:15:29.000+00:00"", ""reviewBody"": ""So glad I was able to find this candle for the holidays.I really love the smell"", ""ratingValue"": 5}, {""datePublished"": ""2025-01-10T16:45:25.000+00:00"", ""reviewBody"": ""Love the warm,cozy aroma ! Fills the kitchen and living areas with a gentle but rich scent"", ""ratingValue"": 5}]"
Chocolate Layer Cake,https://www.yankeecandle.com/yankee-candle/candles/candle-styles/original-jar-candles/chocolate-layer-cake/ORCL_1303319.html,"This is a Sweet & Spicy fragrance. A gourmand fragrance that's as decadent as it gets. Warm aromas of cocoa, chocolate mousse, and vanilla will transport you to a luxurious bakery café full of sumptuous delights, leaving you hungry for more. Top notes: Chocolate Mousse Pudding, Cocoa. Middle notes: Fruity Cranberry. Base notes: Vanilla. Top note is the initial impression of the fragrance, middle note is the main body of the scent, and base is its final impression.",4.8,1865,"[{""datePublished"": ""2025-03-07T22:02:09.000+00:00"", ""reviewBody"": ""It smells like you're baking a chocolate cake. I have bought several and given some away and everyone has loved it."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-07T22:02:20.000+00:00"", ""reviewBody"": ""People come in and want a piece of the chocolate cake I baked. They can\u2019t believe it\u2019s a candle."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-07T22:02:35.000+00:00"", ""reviewBody"": ""Loved it! Makes the house smell sooo good! Disappointed they don't have the scent anymore."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-07T22:02:46.000+00:00"", ""reviewBody"": ""If you love that smell of freshly baked chocolate cake this candle is for you! This yummy scent is just that captured in a jar."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-07T22:02:54.000+00:00"", ""reviewBody"": ""I received this for Christmas and it really smells like chocolate throughout my house, even up the stairs."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-07T22:03:00.000+00:00"", ""reviewBody"": ""This candle is wonderful!  Makes your home smell like something chocolate is baking!"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-07T22:03:05.000+00:00"", ""reviewBody"": ""Easily one of the best chocolate scented candles ever!!"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-07T22:03:15.000+00:00"", ""reviewBody"": ""I have never seen this before I am a new customer tell me how I can order this product"", ""ratingValue"": 5}]"
Soft Blanket™ - Returning Favorite,https://www.yankeecandle.com/yankee-candle/candles/candle-styles/original-jar-candles/soft-blanket---returning-favorite/ORCL_1731732.html,"This is a Fresh & Clean fragrance. Snuggle up in the irresistible softness of a fluffy blanket warm from the dryer. Washed in fragrances of cashmere vanilla, powdery rose, and a hint of amber, this relaxing fragrance surrounds you in cozy comfort. Top notes: Bergamot, Citrus, Blackberry. Middle notes: Cashmere Vanilla, Powdery Rose, Tobacco Flower. Base notes: Amber, Cocoa, Musk. Top note is the initial impression of the fragrance, middle note is the main body of the scent and base is its final impression.",4.7,441,"[{""datePublished"": ""2025-03-10T20:15:22.000+00:00"", ""reviewBody"": ""Very light beautiful scent! Perfect for all year round."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-08T08:26:34.000+00:00"", ""reviewBody"": ""Smells amazing, not to sweet, but welcoming.  The kids love it, too"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-08T08:26:44.000+00:00"", ""reviewBody"": ""I absolutely love this candle fragrance. I have been buying it for years.  It always makes sense smell some clean and fresh and inviting."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-08T08:26:51.000+00:00"", ""reviewBody"": ""I tried the scent at the store and bought it because it smells so lovely"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-08T08:27:00.000+00:00"", ""reviewBody"": ""Fragrance is so warm and cozy for the long winter days. Light, not too strong. Living room smells great."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-08T08:27:10.000+00:00"", ""reviewBody"": ""I bought this candle for my bedroom and I'm so happy I did. Everytime I walk into the room it smells like a fresh, summer day. Nice clean scent. Very happy and will buy it again."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-08T08:27:18.000+00:00"", ""reviewBody"": ""one of my daughter's favorite fragrances to smell when she cuddles up"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-08T08:27:32.000+00:00"", ""reviewBody"": ""Perfect, refreshing, gentle scent! I enjoy the calming fragrance as I get snuggles with my little grandson just before and after his naps. It feels like soaking in a nice warm hugs from the little guy as we cozy up together winding down or waking up. Love, love, LOVE!"", ""ratingValue"": 5}]"
Mediterranean Breeze,https://www.yankeecandle.com/yankee-candle/candles/candle-styles/original-jar-candles/mediterranean-breeze/ORCL_1521678.html,"This is a Fresh & Clean fragrance. Feel the warm, salt air of the Mediterranean — a seaside mix of soft citrus blossoms and amber. Top notes: Airy Ozone, Blue Surf Accord. Middle notes: Citrus Blossoms. Base notes: Amber Crystals, Oakmoss, Driftwood. Top note is the initial impression of the fragrance, middle note is the main body of the scent and base is its final impression.",4.7,565,"[{""datePublished"": ""2025-03-07T20:45:30.000+00:00"", ""reviewBody"": ""First time purchasing Mediterranean Breeze candle.  Love the scent, which fills the whole house."", ""ratingValue"": 5}, {""datePublished"": ""2025-01-28T14:33:10.000+00:00"", ""reviewBody"": ""Great scent...long lasting....very happy with purchse!!!"", ""ratingValue"": 5}, {""datePublished"": ""2025-01-28T02:45:21.000+00:00"", ""reviewBody"": ""Really enjoy this scent. It has definitely become one of my favorites!"", ""ratingValue"": 5}, {""datePublished"": ""2025-01-20T21:00:22.000+00:00"", ""reviewBody"": ""This has become my absolute favorite scented candle!"", ""ratingValue"": 5}, {""datePublished"": ""2025-01-13T19:15:23.000+00:00"", ""reviewBody"": ""Mediterranean Breeze is my personal favorite, I got 2 of these. I love how it smells so exotic."", ""ratingValue"": 5}, {""datePublished"": ""2025-01-12T16:45:26.000+00:00"", ""reviewBody"": ""My sister in law is from the Mediterranean area. When she smelled this candle, her eyes drifted closed, and a contented smile lifted the corners of her mouth. She said it smelled exactly like the Mediterranean Sea."", ""ratingValue"": 5}, {""datePublished"": ""2025-01-09T05:15:09.000+00:00"", ""reviewBody"": ""I love this fragrance! I buy it every year for my sons!"", ""ratingValue"": 5}, {""datePublished"": ""2025-01-04T19:16:25.000+00:00"", ""reviewBody"": ""Nice smelling candle that fills the room with a soft scent"", ""ratingValue"": 4}]"
Vanilla Cupcake,https://www.yankeecandle.com/yankee-candle/candles/candle-styles/original-jar-candles/vanilla-cupcake/ORCL_1093707.html,"This is a Sweet & Spicy fragrance. A day of baking ends with the joy of freshly decorated cupcakes. The scent of moist cake batter topped with creamy vanilla icing and malted sugar is so perfectly sweet, you can't help but crave the real thing. Top notes: Vanilla Icing, Malted Sugar. Middle notes: Cake Batter, Chocolate. Base notes: Cocoa, Vanilla Bean. Top note is the initial impression of the fragrance, middle note is the main body of the scent and base is its final impression.",4.6,1487,"[{""datePublished"": ""2025-03-11T17:38:08.000+00:00"", ""reviewBody"": ""I\u2019ll start with the facts and save my feelings for the end.\n\nWhen unlit, the candles have a lovely scent, just as you\u2019d expect. However, once burned, the fragrance is almost nonexistent. I have no idea how this is possible, but despite my expectations, all four candles I received produced only a faint scent.\n\nBecause of this, I\u2019m giving them a 1-star rating.\n\nI was genuinely excited about these candles, so it\u2019s really disappointing that they turned out to be such a letdown and a waste of money."", ""ratingValue"": 1}, {""datePublished"": ""2025-03-08T22:45:15.000+00:00"", ""reviewBody"": ""Smells just like the name. Great scent for kitchen or living room."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-05T20:45:22.000+00:00"", ""reviewBody"": ""This is by far my number one scent I always buy since I could buy my own candles. Imagine walking into your room and smelling fresh baked cupcakes, that is this in a candle! Winner every time!"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-05T01:15:16.000+00:00"", ""reviewBody"": ""Vanilla has always been one of my favorite fragrances and this candle does not disappoint!"", ""ratingValue"": 5}, {""datePublished"": ""2025-02-28T17:30:30.000+00:00"", ""reviewBody"": ""Great smell and long lasting. I have purchased this candle over and over again to use at home and in my classroom. My guests and students love it!"", ""ratingValue"": 5}, {""datePublished"": ""2025-02-20T02:00:16.000+00:00"", ""reviewBody"": ""Smells like a cake is baking!  Makes your home smell wonderful!"", ""ratingValue"": 5}, {""datePublished"": ""2025-02-17T15:20:20.000+00:00"", ""reviewBody"": ""not as fragrant as others. disappointed.  Love other scents."", ""ratingValue"": 2}, {""datePublished"": ""2025-01-15T08:00:05.000+00:00"", ""reviewBody"": ""The smell is wonderful actually, i love this scent"", ""ratingValue"": 5}]"
French Vanilla,https://www.yankeecandle.com/yankee-candle/candles/candle-styles/original-jar-candles/french-vanilla/ORCL_11512.html,"This is a Sweet & Spicy fragrance. Beneath the gleaming glass case, under the glow of the bakery lights, fluffy cupcakes with swirls of sweet frosting beckon you to bliss. Redolent with pure French vanilla and fresh-churned butter, this delectable fragrance transports you there. Top notes: Cool Milky Notes. Middle notes: Vanilla Bean. Base notes: Butter. Top note is the initial impression of the fragrance, middle note is the main body of the scent, and base is its final impression.",4.6,1513,"[{""datePublished"": ""2025-03-11T17:44:18.000+00:00"", ""reviewBody"": ""I\u2019ll start with the facts and save my feelings for the end.\n\nWhen unlit, the candles have a lovely scent, just as you\u2019d expect. However, once burned, the fragrance is almost nonexistent. I have no idea how this is possible, but despite my expectations, all four candles I received produced only a faint scent.\n\nBecause of this, I\u2019m giving them a 1-star rating.\n\nI was genuinely excited about these candles, so it\u2019s really disappointing that they turned out to be such a letdown and a waste of money."", ""ratingValue"": 1}, {""datePublished"": ""2025-03-11T18:30:20.000+00:00"", ""reviewBody"": ""I love this scent, Vanilla is and always has been my favorite"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-06T21:00:25.000+00:00"", ""reviewBody"": ""A nice base candle. I like strong scents so I\u2019ll usually burn this with something a little more bold. It\u2019s great on its own but it\u2019s a little plain. True vanilla scent, not like a fake chemical scent."", ""ratingValue"": 5}, {""datePublished"": ""2025-02-28T16:03:46.000+00:00"", ""reviewBody"": ""Obsessed with this smell for my bedroom. They also last so long compared to other candles!"", ""ratingValue"": 5}, {""datePublished"": ""2025-02-28T17:30:30.000+00:00"", ""reviewBody"": ""This candle is great. I especially love the large size as it lasts a long time! The smell is clean and gives a reminder of freshly baked cookies and cakes."", ""ratingValue"": 5}, {""datePublished"": ""2025-02-21T22:45:34.000+00:00"", ""reviewBody"": ""I love the French vanilla candle! Smells like baking a cake. I've given several away as gifts got the same reaction everyone loves it. Always complimenting when they walk into my home. Best candles all around"", ""ratingValue"": 5}, {""datePublished"": ""2025-02-27T15:20:46.000+00:00"", ""reviewBody"": ""Love your french vanilla candles, to bad there isn't any variety of candle styles in this fragrance"", ""ratingValue"": 5}, {""datePublished"": ""2025-02-10T04:00:14.000+00:00"", ""reviewBody"": ""French vanilla is one scent you can never go wrong with."", ""ratingValue"": 5}]"
A Calm & Quiet Place,https://www.yankeecandle.com/yankee-candle/candles/candle-styles/original-jar-candles/a-calm-quiet-place/ORCL_1577119.html,"This is a Floral fragrance. Breathe deeply and enter a peaceful world of gentle fragrance and soft light. A quiet place…where whispers of jasmine, patchouli, and amber musk notes relax away the cares of the day. Top notes: Mandarin Leaf. Middle notes: Jasmine, Cedarwood. Base notes: Patchouli, Sandalwood, Amber Musk. Top note is the initial impression of the fragrance, middle note is the main body of the scent and base is its final impression.",4.7,1768,"[{""datePublished"": ""2025-03-09T18:45:22.000+00:00"", ""reviewBody"": ""It reminds me of a certain celestial 90's fragrance. IYKYK"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-07T22:45:18.000+00:00"", ""reviewBody"": ""I thought id try this one by the scent description.  I like the scent but not sure how to describe it. It's pleasant but subtle. On its own, it doesn't quite fill a room. I pair it with another candle. I decided to burn it with Christmas Simmering Tree which i absolutely love! Together these scents match perfectly."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-07T18:15:28.000+00:00"", ""reviewBody"": ""I brought this product about a month ago . It smells so good \ud83d\ude0a omg . Will be repurchasing."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-04T21:00:14.000+00:00"", ""reviewBody"": ""Love how the smell lingers, it fills the house ,very \ud83d\ude0a"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-04T13:31:06.000+00:00"", ""reviewBody"": ""A Calm & Quiet Place is a beautifully soothing scent that creates a serene atmosphere perfect for relaxation. With soft notes of jasmine, warm amber, and a touch of sandalwood, it delivers a gentle yet sophisticated fragrance that isn\u2019t overpowering. The balanced aroma makes it ideal for unwinding after a long day or setting a peaceful mood in any space. The clean and even burn ensures a long-lasting experience, making this candle a great choice for those who enjoy subtle, calming scents."", ""ratingValue"": 5}, {""datePublished"": ""2025-02-23T20:30:16.000+00:00"", ""reviewBody"": ""I was gifted this candle. I was a little skeptical but turns out, I liked it"", ""ratingValue"": 5}, {""datePublished"": ""2025-02-19T21:30:25.000+00:00"", ""reviewBody"": ""My daughter ahs a high stress job.  I bought this candle for her to use with meditation and yoga.  She loves it!  I am going to buy some for her office so the non-lit fragrance can help her unwind."", ""ratingValue"": 5}, {""datePublished"": ""2025-02-23T05:12:42.000+00:00"", ""reviewBody"": ""I love this scent! It\u2019s very cozy and reminds me of a cozy library nook."", ""ratingValue"": 5}]"
Cucumber Mint Cooler,https://www.yankeecandle.com/yankee-candle/candles/candle-styles/original-jar-candles/cucumber-mint-cooler/ORCL_1728839W.html,"This is a Citrus fragrance. The fragrance of a cool summer libation, designed for those who like their drinks on the zesty side. Cucumber, lemon, and mint notes combine to create a clean, refreshing scent that’ll inspire outdoor relaxation. Top notes: Lemon, Eucalyptus, Orange, Spearmint, Grapefruit. Middle notes: Cucumber, Jasmine. Base notes: Sloe Berries, White Musk. Top note is the initial impression of the fragrance, middle note is the main body of the scent and base is its final impression.",4.5,35,"[{""datePublished"": ""2025-03-11T16:30:30.000+00:00"", ""reviewBody"": ""Smells fresh and light Helps lighten up a room anytime"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-11T15:30:28.000+00:00"", ""reviewBody"": ""This candle it\u2019s one of my favorite. It relaxes me and the scent lasts for hours."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-08T00:15:16.000+00:00"", ""reviewBody"": ""Excellent! Love the scent! Would purchase again for sure!!"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-01T16:47:23.000+00:00"", ""reviewBody"": ""It was a calming scent that lingered long after the candle was blown out"", ""ratingValue"": 4}, {""datePublished"": ""2025-03-01T18:48:14.000+00:00"", ""reviewBody"": ""Didn't think I'd like this, has a really nice smell"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-04T18:09:52.000+00:00"", ""reviewBody"": ""I smell mostly cucumber and a little mint. This is a light smelling candle. I wouldn\u2019t purchase again."", ""ratingValue"": 3}, {""datePublished"": ""2025-02-23T22:00:18.000+00:00"", ""reviewBody"": ""Fresh  fruity scent . This scent reminds me of sitting on the beach with a mint mojito in hand."", ""ratingValue"": 5}, {""datePublished"": ""2025-02-21T16:57:24.000+00:00"", ""reviewBody"": ""Heads up stick with soy wax not this blend..... clean burning wicks as well~ This is paraffin wax"", ""ratingValue"": 1}]"
Sparkling Cinnamon,https://www.yankeecandle.com/yankee-candle/candles/candle-styles/original-jar-candles/sparkling-cinnamon/ORCL_1100952.html,"This is a Sweet & Spicy fragrance. Twinkling lights, glittery decorations, and the buzz of warm conversation — it's a holiday party you never want to end. Sparkling aromas of cinnamon sticks, spicy clove, and just a hint of bay leaf make this cozy fragrance a wintertime classic. Top notes: Cinnamon Stick. Middle notes: Clove, Cardamom. Base notes: Bay Leaf, Cedarwood. Top note is the initial impression of the fragrance, middle note is the main body of the scent and base is its final impression.",4.4,3328,"[{""datePublished"": ""2025-03-10T01:30:21.000+00:00"", ""reviewBody"": ""I have been buying your candles for over 15 years . I love the way they smell. It makes my whole house smell warm and comfortable. Even though I can only afford them when they are on sale I won\u2019t burn anything other candles. The fragrance is great."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-06T17:07:45.000+00:00"", ""reviewBody"": ""Haven't tried it yet \nI'm looking forward to see just how good it does do"", ""ratingValue"": 1}, {""datePublished"": ""2025-02-27T13:47:40.000+00:00"", ""reviewBody"": ""This is one of my top favorite Yankee scents!! It's wonderfully spicy, like red hots and has a wonderful throw!"", ""ratingValue"": 5}, {""datePublished"": ""2025-02-27T14:43:41.000+00:00"", ""reviewBody"": ""It doesn't burn evenly it's a waste of money. I had brought 5 of them never again.I gave it one star because otherwise you wouldn't be able to write a review.I feel that's wrong especially when it deserves 0 stars."", ""ratingValue"": 1}, {""datePublished"": ""2025-02-25T21:27:02.000+00:00"", ""reviewBody"": ""I purchased 3 of the Cinnamon Large Jar Candles anticipating them making my house smell like fresh \nbaking.\nI've used Yankee Candles for years and have never been so disappointed in one of their candles.\nThere is absolutely no throw, the wax did not melt and the wicks disappeared  ~~  one of them when the candles was only half burnt.\nPossibly an error in manufacturing, but very frustrating at best and a true waste of money."", ""ratingValue"": 1}, {""datePublished"": ""2025-02-26T15:14:34.000+00:00"", ""reviewBody"": ""Nice fragrance but poor burn. Only the center of candle burned. Would not buy again."", ""ratingValue"": 1}, {""datePublished"": ""2025-02-23T12:16:00.000+00:00"", ""reviewBody"": ""Sparkling cinnamon brings that clean cinnamon scent in the home"", ""ratingValue"": 5}, {""datePublished"": ""2025-02-21T03:30:15.000+00:00"", ""reviewBody"": ""This candle smells really great and makes the house smell just like something cinammon is baking."", ""ratingValue"": 5}]"
Jamaica Vibes,https://www.yankeecandle.com/yankee-candle/candles/candle-styles/original-jar-candles/jamaica-vibes/ORCL_1763416.html,"This is a Fresh & Clean fragrance. Experience Jamaica through the scents of emerald palm leaves, tart rhubarb, pink pepper, and patchouli.  -Fragrance Notes: -Top: Emerald Palm Leaves, Black Currant, Rhubarb -Mid: Pink Pepper, Sugar Beet, Bamboo Blossom -Base: Vetiver, Cashmere, Patchouli -Top note is the initial impression of the fragrance, middle note is the main body of the scent and base is its final impression.",4.4,150,"[{""datePublished"": ""2025-03-08T19:04:30.000+00:00"", ""reviewBody"": ""Candle scent wasn\u2019t as strong as other fragrances that I purchased in the best"", ""ratingValue"": 1}, {""datePublished"": ""2025-03-08T22:27:01.000+00:00"", ""reviewBody"": ""I love the soothing smell. Not to mention,  it comes in my favorite color \u2764\ufe0fsn: my dog Chloe actually barks when I try to light a different one.  Lol."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-08T19:05:09.000+00:00"", ""reviewBody"": ""I had to return this one, because it smelled very strongly of cheap ladies perfume. I ordered it online expecting it to smell fruity. It does not."", ""ratingValue"": 1}, {""datePublished"": ""2025-03-08T22:26:59.000+00:00"", ""reviewBody"": ""This fragrance smells so good and fresh! What a great candle to get in the mood for warmer weather."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-08T19:05:28.000+00:00"", ""reviewBody"": ""Cute gift for someone going to Jamaica.  Scent is clean & very faint."", ""ratingValue"": 3}, {""datePublished"": ""2025-02-16T00:00:14.000+00:00"", ""reviewBody"": ""A soft somewhat spicy sweet scent, pretty color green, burns evenly, good value, non-toxic."", ""ratingValue"": 4}, {""datePublished"": ""2025-02-17T20:54:43.000+00:00"", ""reviewBody"": ""I wanted to love this scent; at first it was nice, but after 2 hours my head got all stuffed up.  A little too heavy for me."", ""ratingValue"": 3}, {""datePublished"": ""2025-02-19T00:52:54.000+00:00"", ""reviewBody"": ""I was thinking Jamaican beaches, ocean waves, sun, sand and fresh air\u2026 instead I got a candle that smells like a cannabis dispensary! I typically light candles when I want the house to smell good when I have guests over\u2026 not this one."", ""ratingValue"": 1}]"
’Tis the Sea-Sun in Sydney,https://www.yankeecandle.com/yankee-candle/candles/candle-styles/original-jar-candles/tis-the-sea-sun-in-sydney/ORCL_2642999.html,"This is a Floral fragrance. Escape to a Sydney beach this holiday season with the scents of tropical nectars, orange blossoms, sunscreen, and sandy woods. Top notes: Orange Blossom, Tropical Nectar, Sunscreen. Middle notes: Glowing Tuberose, Monoi Blooms, Gardenia. Base notes: Sandy Woods, Beach Musk. Top note is the initial impression of the fragrance, middle note is the main body of the scent and base is its final impression.",4.5,285,"[{""datePublished"": ""2025-03-11T14:56:57.000+00:00"", ""reviewBody"": ""Do not buy Yankee candles. Their quality has gone down hill. See photos attached."", ""ratingValue"": 1}, {""datePublished"": ""2025-03-05T21:30:17.000+00:00"", ""reviewBody"": ""Look the smell of beach and sun tan lotion, so realistic."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-04T04:00:19.000+00:00"", ""reviewBody"": ""Sun chill beach this was from Passport holiday collection . I enjoyed it. It reminds me an afternoon by the beach ."", ""ratingValue"": 5}, {""datePublished"": ""2025-02-27T15:17:49.000+00:00"", ""reviewBody"": ""I want to go there! So I can imagine I'm frolicking around the seashore or in the middle of the great barrier."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-08T14:45:17.000+00:00"", ""reviewBody"": ""Garbage company selling old candles at premium costs. I'll stay with Bath & Body Works. \nYankee's customer service is one of the worst I've ever dealt with, and I'm 51. No excuses. Zero quality control, zero help, zero customer service, has earned them zero loyalty from me. I tried coming back to this old dinosaur of a company, it belongs in the pits where it's been. Do not disturb this relic of a company. Old bones here."", ""ratingValue"": 1}, {""datePublished"": ""2025-02-25T02:30:17.000+00:00"", ""reviewBody"": ""I never blindly buy candles online unless I know I like them, and this was an absolute win! I really hope  YC doesn\u2019t stop making this one. Perfect for us summer babies who crave warmth during winter season! Smells exactly as described and packaged carefully. No issues. Also got the mini for the bathroom! A down under sunscreen scent experience for the senses!"", ""ratingValue"": 5}, {""datePublished"": ""2025-02-21T22:45:34.000+00:00"", ""reviewBody"": ""Nice scent. Got on sale so I got a great deal. Love it."", ""ratingValue"": 5}, {""datePublished"": ""2025-02-22T23:00:21.000+00:00"", ""reviewBody"": ""A refreshing long burning floral fragrance .  I'm so glad to have purchased this product and will again in the near future."", ""ratingValue"": 5}]"
Summit Stargazing,https://www.yankeecandle.com/yankee-candle/candles/candle-styles/original-jar-candles/summit-stargazing/ORCL_2652639.html,"This is a Floral fragrance. Heading back from the slopes, you catch a glimpse of the brilliant Northern Lights, with opalescent fragrances of rainbow berries, winter tuberose, and candied violet leaving you in awe. Top notes: Meyer Lemon, Rainbow Berries, Petitgrain. Middle notes: Winter Tuberose, Wild Jasmine, Iridescent Opal. Base notes: Iced Amber, Candied Violet, Hinoki Wood. Top note is the initial impression of the fragrance, middle note is the main body of the scent and base is its final impression.",4.5,248,"[{""datePublished"": ""2025-03-11T15:30:28.000+00:00"", ""reviewBody"": ""It had a very nice scent and burned quite cleanly. I enjoyed it very much."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-08T20:15:16.000+00:00"", ""reviewBody"": ""This is a wow!   Can't wait to light it.   Such a great smell and a neat color."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-06T19:40:36.000+00:00"", ""reviewBody"": ""This scent is a bit too florally for me. It\u2019s pleasant enough but I prefer a more fresh and clean scent or even more of a masculine scent. It has a nice scent throw without being over powering. I will probably use this every once in a while when I\u2019m looking to change things up. I wouldn\u2019t purchase this scent for myself a second time."", ""ratingValue"": 3}, {""datePublished"": ""2025-03-03T17:13:57.000+00:00"", ""reviewBody"": ""The scent is so fresh and nice , love this colour to decoration"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-03T17:14:07.000+00:00"", ""reviewBody"": ""This candle was on sale. I thought I would give it a try. I was pleasantly surprised."", ""ratingValue"": 4}, {""datePublished"": ""2025-03-08T12:56:33.000+00:00"", ""reviewBody"": ""A beautiful winter floral scent. A nice change from the usual gourmand Christmas scents."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-09T18:23:29.000+00:00"", ""reviewBody"": ""I purchased this by gut instinct. I just knew it would be a perfect scent for my household and it was on sale. Its a light scent with fresh flowers and clean air. Very soothing aroma. Reminds me of laying in a field of wild flowers. Lost in your thoughts. I need more. Love. Thanks!"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-08T12:57:05.000+00:00"", ""reviewBody"": ""this fragrance is fresh and long lasting. I chose it because I had stargazer lilies for a wedding flower and this candle did not disappoint, the color is the color of the flower and smells fresh and clean."", ""ratingValue"": 5}]"
